num_tokens,latency,prediction,type,question
522,0.7211391925811768,0,0,Tell me about 'Levy's Leathers LM18-BRN Leather Deluxe Electric Guitar Bag, Brown'.
514,0.8044474124908447,0,0,Tell me about 'From King of Pop to Mahatma'.
529,0.7319152355194092,0,0,Tell me about 'Schecter Stiletto Studio-4 Electric Bass (4 String, Left Handed, Honey Satin)'.
518,0.9617092609405518,0,0,Tell me about 'Teach Us to Pray (A Cowley Classic)'.
511,0.740095853805542,0,0,Tell me about 'Obey God's Word'.
518,0.8696720600128174,0,0,Tell me about 'DEWALT DW7026 Miter Saw Stand Carry Strap'.
523,1.242396354675293,0,0,Tell me about 'Philips SRU5107WM Perfect Replacement Universal Remote Control 7 in 1'.
519,0.92523193359375,0,0,Tell me about 'Pac-Man Micro Raschel Fleece Throw Blanket'.
509,0.6894416809082031,0,0,Tell me about 'Risotto'.
525,0.6124968528747559,0,0,Tell me about 'Time Has Come: The Best Of Ziggy Marley &amp; The Melody Makers'.
530,0.6297783851623535,0,0,Tell me about 'Almay Line Smoothing Concealer with SPF 10, Light/Medium 200, 0.18 Ounce'.
518,0.9425275325775146,0,0,Tell me about 'For Pantech Swift P6020 Hard Case Cover Hot Pink'.
520,1.9106545448303223,0,0,Tell me about 'Flambeau Tackle IDS Tuff Tainer Tackle Boxes'.
515,1.1813809871673584,0,0,Tell me about 'Mann Filter MC 1051 Cabin Filter'.
518,0.9466922283172607,0,0,Tell me about 'Genuine Jeep Accessories 82212646 Molded Cargo Tray'.
514,0.5022509098052979,0,0,Tell me about 'Iron Triangle (Vietnam Ground Zero)'.
512,0.7875452041625977,0,0,Tell me about 'Toward a Deeper Meditation'.
548,0.6161482334136963,0,0,Tell me about 'Pavement Ends(TM) 51197-33 Dark Tan Replay(TM) Replacement Soft Top Tinted Windows-With upper Door Skins-No frame hardware included- 1997-2002 Jeep Wrangler'.
516,0.7068920135498047,0,0,Tell me about 'Sugar House Women's Cait-3 Gladiator Sandal'.
516,0.7206661701202393,0,0,Tell me about 'Pediatric Heart Surgery: A Ready Reference for Professionals'.
524,1.3051352500915527,0,0,Tell me about 'Doce Pares #1 Multi-System Eskrima Kali-Arnis DVD'.
532,1.3249144554138184,0,0,Tell me about 'Coleman Cable 14-100-14 Primary Wire, 14-Gauge 100-Feet Bulk Spool, Yellow'.
531,0.7305660247802734,0,0,Tell me about 'Big Tree Farms Coconut&nbsp; Sugar Fleur de Sel, 14-Ounce Pouches (Pack of 3)'.
526,0.7460134029388428,0,0,Tell me about 'Keen Women's Betty Boot (Slate Black/ Grayed Jade) - 7.5'.
524,0.5611875057220459,0,0,Tell me about 'Sacred Service in Civic Space: Three Hundred Years of Community Ministry in Unitarian Universalism'.
523,0.7868349552154541,0,0,Tell me about 'Arca-Swiss Monoball Z1 Single Pan Ballhead with Quick Release'.
522,1.158510446548462,0,0,Tell me about 'Juniper Unisex Low Profile Waxed Cotton Canvas Baseball Cap-12790010'.
522,0.800922155380249,0,0,Tell me about 'Live Faithfully: A Study in the Book of James (Fresh Life Series)'.
507,0.8382573127746582,0,0,Tell me about 'pal'.
520,0.7410814762115479,0,0,Tell me about 'Facing Farewell: Making the Decision to Euthanize Your Pet'.
510,0.7895016670227051,0,0,Tell me about 'ProLine Scratch Guard'.
521,0.9953253269195557,0,0,Tell me about 'Sunbrella Linen Sesame #8318 Indoor / Outdoor Furniture Fabric'.
551,0.5539772510528564,0,0,Tell me about 'CowboyStudio 3000 Watt Photography and Digital Video Continuous Lighting Light Kit with Carrying Case - 3 Light Stands, 3 Light Heads w/5 bulbs, 3 Softboxes, 15 Photo Bulbs'.
521,0.6698803901672363,1,1,What is the brand of the item 'Supa Cage Tidies Bird Cage Floor Cover'?
543,0.5852851867675781,1,1,What is the brand of the item 'Michael Jackson Ladies Perfume With Hologram. Ladies Eau De Toilette - Natural Spray. 60 ML 2.0 US FL. OZ'?
527,0.6284599304199219,1,1,What is the brand of the item 'Heat Press Nation Non-Stick Sheet , 16&quot; x 21&quot;'?
525,1.222120761871338,1,1,What is the brand of the item 'NoseFrida Hygienic Filters 20pcs/box'?
535,0.7234792709350586,1,1,What is the brand of the item '1 NoseFrida Nasal Aspirator, 24 Hygiene Filters, 10 single-use The Windi'?
529,0.6224372386932373,1,1,What is the brand of the item 'The Windi Gas and Colic Reliever for Babies - 3 Pack (30 Count)'?
529,0.7951796054840088,1,1,What is the brand of the item 'The Windi Gas and Colic Reliever for Babies - 1 Pack (10 Count)'?
529,1.131014347076416,1,1,What is the brand of the item 'Fridababy The Windi Gas and Colic Relief,  10-Count'?
518,0.7346856594085693,1,1,What is the brand of the item 'Nosefrida Hygiene Filters'?
535,0.66506028175354,1,1,What is the brand of the item 'Solartech SPM130P 130-Watt 12-Volt Polycrystalline PV Solar Panel'?
545,0.5741965770721436,1,1,What are the brands of the items that are also bought after viewing the item 'Baby colic : Baby will sleep through the night and so will you/ Babies' Magic Tea is a must have for every mom'?
538,0.6544849872589111,1,1,What are the brands of the items that are also bought after viewing the item 'Happi Tummi Baby Colic Gas Relief Remedy-Herbal Refill Pack'?
537,0.629589319229126,1,1,What are the brands of the items that are also bought after viewing the item 'Fridababy The Windi Gas and Colic Relief,  10-Count'?
531,0.7970192432403564,1,1,What are the brands of the items that are also bought after viewing the item 'HAPPI TUMMI COLIC RELIEF BLUE'?
531,0.7006044387817383,1,1,What are the brands of the items that are also bought after viewing the item 'Happi Tummi Removable Waistband - Blue'?
526,0.8511521816253662,1,1,What are the brands of the items that are also bought after viewing the item 'Baby Wellness: No More Crying'?
547,0.7163143157958984,1,1,What are the brands of the items that are also bought after viewing the item 'Colic Solved: The Essential Guide to Infant Reflux and the Care of Your Crying, Difficult-to- Soothe Baby'?
530,0.7653787136077881,1,1,What are the brands of the items that are also bought after viewing the item 'Nosefrida Hygiene Filters, 100 Count'?
537,0.6308517456054688,1,1,What are the brands of the items that are also bought after viewing the item 'Nosefrida Nasal Aspirator with addtional 40 Hygiene Filters'?
535,0.7955384254455566,1,1,What are the brands of the items that are also bought after viewing the item 'Piyo Piyo Stylish Nasal Aspirator - No expensive filter needed'?
531,1.1024248600006104,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'Supa Cage Tidies Bird Cage Floor Cover'?
535,0.8376436233520508,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'Three Dots Red Women's Mid Short Sleeve Top, White, Medium'?
531,0.811077356338501,1,1,What are the items that are also viewed when viewing items of the brand owning the item '24 x 54 Sun Dome Pool Cover Rectangle Kit'?
532,0.7047085762023926,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'The D.E. Removal Bag for Pool Filter Backwashing'?
548,0.7682433128356934,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'Worry Free Repellent Granules Shaker Top for Dog/Cat/Bird, 32-Ounce (Discontinued by Manufacturer)'?
541,0.6039137840270996,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'BetaNOX Berry Lemon Blast, 12-Count, 3.8- Ounce Tubes'?
535,0.6471397876739502,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'MEGA PRO INTERNATIONAL CARBO HIT POWDER 3LB. Tub'?
530,0.7438535690307617,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'TY Beanie Baby - GUS the Gecko'?
529,1.1568474769592285,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'TaB Diet Cola 12 Pack'?
533,0.7525215148925781,1,1,What are the items that are also viewed when viewing items of the brand owning the item 'Cool-X Half Finger Mens Left Hand Golf Glove Med Rare'?
550,0.8629045486450195,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Worry Free Repellent Granules Shaker Top for Dog/Cat/Bird, 32-Ounce (Discontinued by Manufacturer)'?
538,1.296255111694336,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Lisa Frank Glitter Art Kit ~ Kitten &amp; Puppy Movie Night'?
529,1.5933916568756104,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Steel Mechanix Helicopter Kit'?
529,0.7907683849334717,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Creative Kids Super Magic Projector'?
537,0.6698324680328369,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Angry Birds Clicker Flickers Pen and Flying Pen Tops Set'?
532,0.7673130035400391,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Junior Science Set- Junior Fizz-ologist'?
528,0.6564538478851318,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Designer Girl Fashion Tote'?
540,0.6046607494354248,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'My Pretty Pony Pink Girls Horse 2pc Twin Quilt &amp; Sham Set'?
541,0.9270284175872803,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Black Gray Red Stripes Boys Teen Queen Comforter Set (7 Piece Bed In A Bag)'?
545,0.710991621017456,1,1,What are the brands of the items that are also bought with items of the brand owning the item 'Kids Fluffy Cream Cup Cake Craft &amp; Play Kits Decorate 4 Sweets Creations So Real'?
513,1.0045883655548096,1,1,What are the items of the brand 'Supa'?
520,1.2469761371612549,1,1,What are the items of the brand 'G.P.S. Gem Perfumes S.A.'?
514,1.2130584716796875,1,1,What are the items of the brand 'Heat Press Nation'?
515,0.9109878540039062,1,1,What are the items of the brand 'FridaBaby'?
514,0.8593349456787109,1,1,What are the items of the brand 'Solartech'?
513,0.7228190898895264,1,1,What are the items of the brand 'MEL'?
513,0.6313025951385498,1,1,What are the items of the brand 'CTAG'?
514,0.8238790035247803,1,1,What are the items of the brand 'Flipper Remote'?
521,0.7130649089813232,1,1,What are the items of the brand 'Dr. Bloom&#39;s Chewable Jewels'?
515,0.6216251850128174,1,1,What are the items of the brand 'Three Dots Red'?
520,0.6264955997467041,1,1,What are the items that are bought together with items of the brand 'Solartech'?
519,0.7504522800445557,1,1,What are the items that are bought together with items of the brand 'MEL'?
520,0.6003050804138184,1,1,What are the items that are bought together with items of the brand 'Flipper Remote'?
527,0.7782585620880127,1,1,What are the items that are bought together with items of the brand 'Dr. Bloom&#39;s Chewable Jewels'?
520,0.683509349822998,1,1,What are the items that are bought together with items of the brand 'Worry Free'?
520,0.8527781963348389,1,1,What are the items that are bought together with items of the brand 'G-Technology'?
519,0.6056694984436035,1,1,What are the items that are bought together with items of the brand 'Creative Kids'?
521,1.0519006252288818,1,1,What are the items that are bought together with items of the brand 'PBnJ Baby'?
520,0.7726306915283203,1,1,What are the items that are bought together with items of the brand 'SensiCare'?
521,0.5741879940032959,1,1,What are the items that are bought together with items of the brand 'Blue Ridge Product Solutions'?
524,0.7441754341125488,1,1,What are the brands of the items that are also bought with items of the brand 'Sawgrass Technologies'?
526,0.6171875,1,1,What are the brands of the items that are also bought with items of the brand 'Rockin&#39; Baby'?
522,0.964421272277832,1,1,What are the brands of the items that are also bought with items of the brand 'Ferring'?
524,0.8078386783599854,1,1,What are the brands of the items that are also bought with items of the brand 'Wristy Buddy'?
523,0.5974750518798828,1,1,What are the brands of the items that are also bought with items of the brand 'Boogie Mist'?
522,0.7491915225982666,1,1,What are the brands of the items that are also bought with items of the brand 'Avent'?
522,0.6759066581726074,1,1,What are the brands of the items that are also bought with items of the brand 'ProMeasure'?
524,0.8617382049560547,1,1,What are the brands of the items that are also bought with items of the brand 'Technology Alternatives Corp.'?
525,0.5593960285186768,1,1,What are the brands of the items that are also bought with items of the brand 'E.L.F.Zone'?
522,1.1045629978179932,1,1,What are the brands of the items that are also bought with items of the brand 'GreatCall'?
526,1.1280624866485596,1,1,What items does the brands of the items that are also viewed together with items of the brand 'i-Llink' have?
526,0.9374465942382812,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Bonnie Jean' have?
526,0.7539453506469727,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Kincade' have?
527,1.25199294090271,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Fabrique Delices' have?
530,0.8305749893188477,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Palme d&#39;Or' have?
525,0.5199944972991943,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Belvoir' have?
525,0.6392383575439453,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Silver Fox' have?
526,0.71938157081604,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Paglieri' have?
532,0.7361576557159424,1,1,What items does the brands of the items that are also viewed together with items of the brand 'Paglieri Felce Azzurra' have?
528,0.7882959842681885,1,1,What items does the brands of the items that are also viewed together with items of the brand 'KIKIYU' have?
532,0.665447473526001,2,2,What is the relationship between 'Primus Litech Coffee/Tea Kettle' and 'GSI Outdoors Halulite Ketalist'?
549,1.1914114952087402,2,2,What is the relationship between 'KABAR Mule Folding Knife AUS 8A Plain Clip Point Pocket Clip 3.8&quot; Black BAR3050' and 'Ka-Bar Zombie Mule Serrated Edge Folder Knife'?
536,0.561314582824707,2,2,What is the relationship between 'PoolStyle PS043 Standard Leaf Rake (Discontinued by Manufacturer)' and 'Poolmaster 21182 Premier Pro Aluminum Leaf Rake'?
559,0.7662465572357178,2,2,What is the relationship between 'American Educational 7-422LG-A Borosilicate Glass Short Stemmed Funnel, 50mm Diameter (Box of 5)' and 'Glass Stirring Rod - 6&quot; Long, 5 MM Diameter - 3 Pack'?
543,0.5797252655029297,2,2,What is the relationship between 'The Hungry 4: Rise of the Triad (The Sheriff Penny Miller Series) (Volume 4)' and 'Slow Burn: Infected, Book 2'?
525,0.6397883892059326,2,2,What is the relationship between 'School Stuff' and 'Carson-Dellosa's Clip Art Classics II'?
551,1.2097809314727783,2,2,What is the relationship between 'Delius: Sea Drift; Songs of Farewell; Songs of Sunset' and 'Delius: Violin Concerto; Piano Concerto; Brigg Fair; On hearing the first cuckoo, etc.'?
528,0.8212954998016357,2,2,What is the relationship between 'Playboy Magazine, January/February 2012' and 'The Playboy Book: Forty Years'?
544,0.6606974601745605,2,2,What is the relationship between 'AeroGrow&reg; Gourmet Herb 7 - pod Seed Kit' and 'Miracle-Gro AeroGarden Fresh &amp; Tasty Herb Seed Pod Kit'?
535,0.5783400535583496,2,2,What is the relationship between 'Law Enforcement Police Anti-Riot Protective Shield' and 'Damascus - NH50LB Lightweight Nomex Balaclava (Black)'?
527,0.7750599384307861,2,2,What is the relationship between 'Reinforced Looper Series Gun Belt' and 'Paddle Holster - Straight Drop'?
531,0.8788411617279053,2,2,What is the relationship between 'Cleopatra Satin Bag' and 'Black Angel Cards: A Soul Revival Guide for Black Women'?
537,0.6336784362792969,2,2,What is the relationship between 'Bosch BP976 QuietCast Premium Disc Brake Pad Set' and 'Wagner QC1089 ThermoQuiet Ceramic Disc Brake Pad Set'?
534,0.7789294719696045,2,2,What is the relationship between 'Calico Critters Baby Play Ground Climbing Train' and 'Calico Critters Peaches and Freddy's Swing n Play'?
559,0.7214505672454834,2,2,What is the relationship between 'Sea-Dog 337140-1 Screw Out Deck Plate' and 'Marine Plastic 13-&frac34;&acute;&acute; X 11&acute;&acute; Access Hatch Inspection for Boat &amp; Rv - Five Oceans'?
534,0.5300829410552979,2,2,What is the relationship between 'Magic Capsules Toy INSTANT ZOO: Foam Figures' and 'Ja-Ru Magic Grow Capsules Party Favor Bundle Pack'?
524,0.8221609592437744,2,2,What is the relationship between 'Everything Tastes Better Outdoors' and 'Mediterranean Street Food'?
527,0.689049482345581,2,2,What is the relationship between 'Neff Mau5 Tank Top' and 'RVCA Men's Surf Shark Tank Top'?
557,0.8093225955963135,2,2,What is the relationship between 'Hankook Optimo H724 All-Season Tire - 225/75R15  102S' and 'Kenda Klever M/T KR29 235/75R15 104Q (24297523515CW)'?
538,0.6738343238830566,2,2,What is the relationship between 'Naturesort N1-LP02 Bamboo Laptop Desk, Caramel' and 'Imagine Lap Desk (Computer Desk, Reading Desk, Writing Desk)'?
565,0.916151762008667,2,2,What is the relationship between 'Trademark Fine Art Shenandoah Autumn by Pierre Leclerc Canvas Wall Artwork, 16 by 24-Inch' and '100% Hand Painted Modern Abstract Oil Painting on Canvas Wall Art Deco Home Decoration Tree of Life 5 Pic/set Stretched Ready to Hang'?
521,0.6288487911224365,2,2,What is the relationship between 'Harpo's Ghost' and 'Mingus Ah Um'?
546,0.7713775634765625,2,2,What is the relationship between 'CARIBOU DAYBREAK MORNING BLEND COFFEE 48 K CUPS' and 'DARK MAGIC DECAF EXTRA BOLD COFFEE K CUP 96 COUNT'?
520,0.7665371894836426,2,2,What is the relationship between 'The Art Box Postcards' and 'The House Book'?
531,0.6048450469970703,2,2,What is the relationship between 'TITLE MMA Pro Style Water Bottle' and 'New Bike Bicycle Aluminum Alloy Handlebar Water Bottle Holder Rack Cages'?
544,0.8339860439300537,2,2,What is the relationship between 'Sperry Top-Sider Women's A/O Woven Boat Shoe' and 'Sperry Top-Sider &quot;Authentic Original&quot; 2-Eye Boat Shoe'?
519,1.1462891101837158,2,2,What is the relationship between 'LINQ Programming' and 'Advanced C# Programming'?
560,0.5438117980957031,2,2,What is the relationship between 'USB HDMI Video Audio Dock Adapter to HD TV For IPad2 iPhone4 4S 3GS IPod touch' and 'NEEWER&reg; 1080p HDMI Cable 6 Foot for All HDMI Equipment Neewer Electronics Accessories'?
530,0.9451239109039307,2,2,What is the relationship between 'Huawei Mate2 Case with Smart Window Color Black' and 'onetouch Idol 6030D slate'?
533,0.7616367340087891,2,2,What is the relationship between 'Meco Samsonite Chicory Square Folding Table' and 'Kids Only Disney's Cars Maxium Velocity Activity Table Set'?
537,1.2369003295898438,2,2,What is the relationship between 'Heart BonjourTM Magnetic Keyfinder' and 'SoHo Collection, Grand Central 7 pieces Diaper Bag set *Limited time offer !*'?
538,0.8237643241882324,2,2,What is the relationship between 'Progressive Relaxation (Relaxation &amp; Stress Reduction)' and 'Turn On Your Inner Light: Fitness for Body, Mind and Soul'?
541,0.6549062728881836,2,2,What is the relationship between 'Columbia 1923-1931: The Complete Set' and 'From Ragtime to Jazz, Vol. 3: 1902-1923'?
568,0.7189202308654785,2,2,What is the relationship between 'Islamic Calligraphy - 36&quot;W x 33&quot;H - Peel and Stick Wall Decal by Wallmonkeys' and 'Sunset Amazing Canvas Wall Art Print 5 Stars Gift Startonight Brown Set of 5 Total 36.43 X 98.43 Inch'?
590,0.6603779792785645,2,2,What is the relationship between 'Body Armor Case for Blackberry Curve 8520, 8530, 9300 (AT&amp;T, Verizon, Sprint, T-Mobile) - Pink/Green' and 'BlackBerry(r) Bold(tm) 9000 Made Simple: For the Bold(tm) 9000, 9010, 9020, 9030, and all 90xx Series BlackBerry Smartphones.'?
534,0.7173426151275635,2,2,What is the relationship between 'Mayo Clinic Images in Internal Medicine: Self-Assessment for Board Exam Review' and 'Lecture Notes: Paediatrics'?
540,0.7061636447906494,2,2,What is the relationship between 'HDMI to Mini-HDMI Cable 1.5m M/M' and 'Wasabi Power AC Adapter / Charger for Sony HDR-XR500V'?
540,0.7903046607971191,2,2,What is the relationship between 'Neopets Trading Card Game Two-Player Starter Set' and 'Neopets Collector Species Series 5 Plush with Keyquest Code Red Acara'?
527,0.5917778015136719,2,2,What is the relationship between 'South Park - Butters 7&quot; Plush Figure' and 'Comedy Central'?
521,0.7099194526672363,2,2,What is the relationship between 'Atlas of Radiologic Anatomy' and 'Learning Resources Brain Model'?
550,0.6593561172485352,2,2,What is the relationship between 'Skinmedica Age Defense Retinol Complex, 1-Ounce Pump Bottle' and 'The Eggplant Cancer Cure: A Treatment for Skin Cancer and New Hope for Other Cancers from Nature's Pharmacy'?
536,0.9765284061431885,2,2,What is the relationship between '120 Volt 9W Electric Engraver' and 'RotoZip GP10 Guide Point Zip Bit for Drywall (10-Pack)'?
522,0.7273502349853516,2,2,What is the relationship between 'Chicago Police Officer Badge Pin 1&quot;' and 'Strong Leather'?
534,0.7093071937561035,2,2,What is the relationship between 'Springfield Leather Company Burgundy Latigo Leather Strip 2&quot;x72&quot;' and 'Toner Beginners Hemp Jewelry Kit'?
567,0.5707950592041016,2,2,What is the relationship between 'Dayton Sander, Belt/Disc - 6Y945' and 'DELTA 31-735A 6-Inch/12-Inch 1-1/2 Horsepower Belt/Disc Sander with Magnetic Switch and Dust Bag, 230-Volt 1 Phase'?
539,0.7872340679168701,2,2,What is the relationship between 'Ibanez IDGB5 Double Electric Guitar Bag with Wheels Double Electric Guitar Bag' and 'Profile PRCB906-RD Soft Classic Guitar Case'?
530,0.7991325855255127,2,2,What is the relationship between 'Dora the Explorer Inflatable Ball Playard' and 'Fisher-Price Baby Playzone Basketball'?
529,0.5939507484436035,2,2,What is the relationship between 'FantaSea 3 piece Exfoliating Set' and '15pcs Nail Art Painting Pen Brush'?
521,0.8073880672454834,2,2,What is the relationship between 'TuffRider Garment Bag' and 'Bond Street'?
552,0.6098535060882568,2,2,What is the relationship between 'Supervisor's Portable Answer Book' and 'A Professional's Guide to Decision Science and Problem Solving: An Integrated Approach for Assessing Issues, Finding Solutions, and Reaching Corporate Objectives (FT Press Operations Management)'?
547,1.0837550163269043,2,2,What is the relationship between 'Godefroy Shape &amp; Tint - Permanent Eyebrow Color &amp; Shaping Kit - Natural Black' and 'Prima Tint Stain Remover 10 oz.'?
588,0.7668225765228271,2,2,What is the relationship between 'Dell 2.8 Ghz. Super Fast Optiplex Pro GX 1 Computer, Gigantic 750GB Hard Drive, 4GB RAM, CDRW/DVD Combo, Intel P4 Single Core Multimedia Desktop PC, includes New Licensed Windows XP 2 Operating System and Genuine Sealed CD, SP 3' and 'Dell Vostro All-in-One Desktop'?
539,0.7178728580474854,2,2,What is the relationship between 'Precalculus: A Graphing Approach, Enhanced Edition (with Enhanced WebAssign 1-Semester Printed Access Card)' and 'Pre Calculus'?
535,0.7562985420227051,2,2,What is the relationship between 'Crocheted Blankets For Baby' and 'Kids Playful Sweaters to Crochet  (Leisure Arts #3826)'?
523,0.9212186336517334,2,2,What is the relationship between 'Mark My Time' and 'The Purpose-Driven Life, Leather Bookmark'?
570,1.0921061038970947,2,2,What is the relationship between 'Neewer&reg; Replacement Touch Glass Screen Digitizer Lens Panel For Sprint HTC EVO 4G' and 'Wall AC Plug + Car Charger for Canon BP-511 Battery (2 Replacement Batteries Included) - PowerShot G1, G2, G3, G5, G6'?
573,0.9004850387573242,2,2,What is the relationship between 'RAP-B-166-2-GA35U: RAM Windshield Mount for Garmin Nuvi 1450 1490T' and 'Professional Kingston MicroSDHC 4GB (4 Gigabyte) Card for Garmin Nuvi 350 with custom formatting and Standard SD Adapter. (SDHC Class 4 Certified)'?
530,0.8119714260101318,2,2,What is the relationship between 'Think UNIX' and 'Looking At Philosophy: The Unbearable Heaviness of Philosophy Made Lighter'?
